leaf,total,density,timepoints,species,plantedyear,plantedtype
0.009,0.016,1484.444444,1,flax,2011,monoculture
0.007,0.017,1484.444444,1,flax,2011,monoculture
0.017,0.029,1484.444444,1,flax,2011,monoculture
0.006,0.011,1484.444444,1,flax,2011,monoculture
0.004,0.01,1484.444444,1,flax,2011,monoculture
0.012,0.024,1484.444444,1,flax,2011,monoculture
0.009,0.024,1484.444444,1,flax,2011,monoculture
0.005,0.013,1484.444444,1,flax,2011,monoculture
0.035,0.065,2191.111111,1,flax,2011,monoculture
0.018,0.036,2191.111111,1,flax,2011,monoculture
0.01,0.021,2191.111111,1,flax,2011,monoculture
0.011,0.03,2191.111111,1,flax,2011,monoculture
0.012,0.021,2191.111111,1,flax,2011,monoculture
0.017,0.028,2191.111111,1,flax,2011,monoculture
0.019,0.029,2191.111111,1,flax,2011,monoculture
0.017,0.032,2191.111111,1,flax,2011,monoculture
0.03,0.048,2191.111111,1,flax,2011,monoculture
0.022,0.039,2191.111111,1,flax,2011,monoculture
0.013,0.02,2191.111111,1,flax,2011,monoculture
0.012,0.025,2191.111111,1,flax,2011,monoculture
0.019,0.033,2191.111111,1,flax,2011,monoculture
0.013,0.024,2191.111111,1,flax,2011,monoculture
0.014,0.026,2191.111111,1,flax,2011,monoculture
0.014,0.029,2191.111111,1,flax,2011,monoculture
0.016,0.031,2191.111111,1,flax,2011,monoculture
0.011,0.022,2191.111111,1,flax,2011,monoculture
0.009,0.021,2191.111111,1,flax,2011,monoculture
0.015,0.026,2191.111111,1,flax,2011,monoculture
0.016,0.026,3727.111111,1,flax,2011,monoculture
0.014,0.024,3727.111111,1,flax,2011,monoculture
0.015,0.026,3727.111111,1,flax,2011,monoculture
0.02,0.033,3727.111111,1,flax,2011,monoculture
0.01,0.02,3727.111111,1,flax,2011,monoculture
0.018,0.036,3727.111111,1,flax,2011,monoculture
0.021,0.037,3727.111111,1,flax,2011,monoculture
0.013,0.027,3727.111111,1,flax,2011,monoculture
0.01,0.023,3727.111111,1,flax,2011,monoculture
0.013,0.025,3727.111111,1,flax,2011,monoculture
0.012,0.025,3727.111111,1,flax,2011,monoculture
0.02,0.035,3727.111111,1,flax,2011,monoculture
0.011,0.017,3727.111111,1,flax,2011,monoculture
0.012,0.026,3727.111111,1,flax,2011,monoculture
0.014,0.023,3727.111111,1,flax,2011,monoculture
0.01,0.018,3727.111111,1,flax,2011,monoculture
0.013,0.022,3727.111111,1,flax,2011,monoculture
0.011,0.023,3727.111111,1,flax,2011,monoculture
0.009,0.017,3727.111111,1,flax,2011,monoculture
0.012,0.025,3727.111111,1,flax,2011,monoculture
0.063062759,0.635714065,0.444444444,2,flax,2011,monoculture
0.072711624,0.55898347,17.77777778,2,flax,2011,monoculture
0.072711624,0.664417786,17.77777778,2,flax,2011,monoculture
0.029037579,0.650283309,17.77777778,2,flax,2011,monoculture
0.054193888,0.487434373,17.77777778,2,flax,2011,monoculture
0.032089787,0.381890036,17.77777778,2,flax,2011,monoculture
0.038725958,0.324688739,17.77777778,2,flax,2011,monoculture
0.072711624,0.642400109,17.77777778,2,flax,2011,monoculture
0.046087662,0.426275894,17.77777778,2,flax,2011,monoculture
0.054193888,0.476719752,17.77777778,2,flax,2011,monoculture
0.006301269,0.137469059,17.77777778,2,flax,2011,monoculture
0.016329042,0.317599042,17.77777778,2,flax,2011,monoculture
0.067788636,0.399258787,17.77777778,2,flax,2011,monoculture
0.083157141,0.698236838,17.77777778,2,flax,2011,monoculture
0.046087662,0.254321385,17.77777778,2,flax,2011,monoculture
0.035318404,0.232803181,17.77777778,2,flax,2011,monoculture
0.032089787,0.256453269,111.1111111,2,flax,2011,monoculture
0.032089787,0.211075661,111.1111111,2,flax,2011,monoculture
0.054193888,0.442173019,111.1111111,2,flax,2011,monoculture
0.032089787,0.280416352,111.1111111,2,flax,2011,monoculture
0.072711624,0.511464442,111.1111111,2,flax,2011,monoculture
0.029037579,0.211555314,111.1111111,2,flax,2011,monoculture
0.050046558,0.563844375,111.1111111,2,flax,2011,monoculture
0.054193888,0.391569952,111.1111111,2,flax,2011,monoculture
0.020913061,0.198274224,111.1111111,2,flax,2011,monoculture
0.054193888,0.454074162,111.1111111,2,flax,2011,monoculture
0.04231491,0.396116397,111.1111111,2,flax,2011,monoculture
0.077833785,0.608212942,111.1111111,2,flax,2011,monoculture
0.032089787,0.233333808,111.1111111,2,flax,2011,monoculture
0.063062759,0.395144855,111.1111111,2,flax,2011,monoculture
0.026159183,0.21918979,111.1111111,2,flax,2011,monoculture
0.044,0.139958673,112.8888889,2,flax,2011,monoculture
0.092,0.269124182,112.8888889,2,flax,2011,monoculture
0.076,0.219074456,112.8888889,2,flax,2011,monoculture
0.068,0.171087189,112.8888889,2,flax,2011,monoculture
0.128,0.293836791,112.8888889,2,flax,2011,monoculture
0.055,0.111890121,112.8888889,2,flax,2011,monoculture
0.067,0.147062899,112.8888889,2,flax,2011,monoculture
0.064,0.150666301,112.8888889,2,flax,2011,monoculture
0.064,0.134377851,112.8888889,2,flax,2011,monoculture
0.135,0.258946356,112.8888889,2,flax,2011,monoculture
0.089,0.222102935,112.8888889,2,flax,2011,monoculture
0.126,0.289683981,112.8888889,2,flax,2011,monoculture
0.12,0.23280011,112.8888889,2,flax,2011,monoculture
0.1,0.193056294,112.8888889,2,flax,2011,monoculture
0.077,0.205380504,112.8888889,2,flax,2011,monoculture
0.083,0.202969497,112.8888889,2,flax,2011,monoculture
0.071,0.194346044,112.8888889,2,flax,2011,monoculture
0.01,0.214369185,112.8888889,2,flax,2011,monoculture
0.039,0.093591566,112.8888889,2,flax,2011,monoculture
0.094,0.187379693,112.8888889,2,flax,2011,monoculture
0.082,0.229470176,223.1111111,2,flax,2011,monoculture
0.127,0.358354826,223.1111111,2,flax,2011,monoculture
0.125,0.35760458,223.1111111,2,flax,2011,monoculture
0.069,0.184958523,223.1111111,2,flax,2011,monoculture
0.091,0.264724758,223.1111111,2,flax,2011,monoculture
0.101,0.294966685,223.1111111,2,flax,2011,monoculture
0.271,0.575250151,223.1111111,2,flax,2011,monoculture
0.086,0.209796243,223.1111111,2,flax,2011,monoculture
0.135,0.33696512,223.1111111,2,flax,2011,monoculture
0.167,0.352835588,223.1111111,2,flax,2011,monoculture
0.083,0.19884731,223.1111111,2,flax,2011,monoculture
0.028,0.074392957,223.1111111,2,flax,2011,monoculture
0.049,0.134720995,223.1111111,2,flax,2011,monoculture
0.083,0.241381958,223.1111111,2,flax,2011,monoculture
0.073,0.195607427,223.1111111,2,flax,2011,monoculture
0.12,0.301622335,223.1111111,2,flax,2011,monoculture
0.09,0.190287517,223.1111111,2,flax,2011,monoculture
0.07,0.185866694,223.1111111,2,flax,2011,monoculture
0.158,0.313102906,223.1111111,2,flax,2011,monoculture
0.046,0.122933249,223.1111111,2,flax,2011,monoculture
0.066,0.179707062,752,2,flax,2011,monoculture
0.076,0.192859552,752,2,flax,2011,monoculture
0.099,0.299359418,752,2,flax,2011,monoculture
0.065,0.214198282,752,2,flax,2011,monoculture
0.043,0.152611092,752,2,flax,2011,monoculture
0.081,0.262436396,752,2,flax,2011,monoculture
0.137,0.292771134,752,2,flax,2011,monoculture
0.099,0.281356155,752,2,flax,2011,monoculture
0.122,0.346986793,752,2,flax,2011,monoculture
0.088,0.272273101,752,2,flax,2011,monoculture
0.145,0.437941966,752,2,flax,2011,monoculture
0.179,0.554201795,752,2,flax,2011,monoculture
0.065,0.221773355,752,2,flax,2011,monoculture
0.031,0.112376117,752,2,flax,2011,monoculture
0.123,0.280104062,752,2,flax,2011,monoculture
0.11,0.320133043,752,2,flax,2011,monoculture
0.156,0.363844328,752,2,flax,2011,monoculture
0.058,0.268293562,752,2,flax,2011,monoculture
0.125,0.282555655,752,2,flax,2011,monoculture
0.109,0.240637025,752,2,flax,2011,monoculture
